text,label,source,source_label,mapping_confidence,is_event_specific
Hmmm.still we dont have opener?,other,hf_sms_spam_collection,ham,other_spam_noise,False
what do I need todo to speak with somebody?,human_escalation,hf_bitext_customer_support,contact_human_agent,public_mapped_high,False
what planes does united use,service_question,hf_atis,aircraft,weak_domain_mapped,False
Can we check if the lighting team is free on next week?,availability_question,eventsense_event_templates,availability_question,event_specific_template,True
"I had fraud on equifax report 8 years ago and they put I pay 1 payment a year to not take this illegal way of keeping on my report. They tricked me and when I got XXXX XXXX credit card and asked could it have been family or friends? I didn't know 1 month after fraud happened. They then said they couldn't take off credit for 7 years because I said it could be family or friends which it was overseas fraud. Whoever did this took XXXX XXXX dollars cash in 3 weeks without calling me to see if it was right or fraud. They are going to be sued, my attorney general will be called, my personal lawyer will take them to don't for blindly lying to meThey admit they lost police report, lawyer report and ftc repirt.Then their investigation was just as bad as the fraud. They did nothing that the FAIR CREDIT REPORTING AGENCY MAKES SECTION 604, 609, 611 AND 623 AGAINST THE LAW ( FEDERAL AND STATE ) IN 3 WEEKS THEY HAVE NO ID, TAPES, SIGNATURES OR LETTERS STATING I COMMITTED THIS WHICH I HAD TOP SECRET CLEARENCE MY WHLE LIFE. THEY NEED SNOTHER CLASS AGENCY LAWSUIT AGAINST THEM BECAUSE THEY DONT TRAIN THEIR XXXX WORKERS SMERICAN LAWS. I SWEAR I WI BE RICH IF THEY DONT TAKE OFF THE XXXXXXXX XXXX XXXX OF XXXX XXXX DOLLARS, LATE PAYMENTS OVER 5 YEARS AGO THAT WERE PAID AND XXXX HARD ONQUIREYS THAT I HAD FREEZE ON. XXXX XXXX XXXX XXXX XXXX XXXX XXXX PA XXXX XXXX SS XXXX XXXX XXXX XXXX XXXX",complaint,hf_hpe_customer_complaints,"incorrect information on your report old information reappears or never goes away credit reporting, credit repair servic",public_mapped_high,False
show me fares less than 400 dollars for flights from dallas to baltimore,pricing_request,hf_atis,airfare,weak_domain_mapped,False
"XXXX account and XXXX inquiry has report defamatory information about me to the 2 credit Bureaus on XXXX account. I am challenging the incorrect information with XXXX account and XXXX inquiry on my credit report is fraud. Where XXXX clearly violated the law. XXXX put on my credit report an account number that is not my and the balance is false. XXXX monthly payment of the account that is completely false and incorrect. The account is false, the date and the amount. I am a victim of identity theft. XXXX is attempting to collect an alleged debt on the basis of fraud. XXXX, XXXX and Equifax decided to ignore my demands for Validation. Validation of the debt XXXX and XX/XX/2021. I need an ( actual accounting ) 2. Verification of claim against me ( a sworn affidavit or signed invoice! ) 3. copy of the contract binding both parties under Federal Debt Collection Practices Act ( FDC PA ). Im challenging this account with XXXX account and the inquiry with XXXX violation of the Federal Debt Collection Practices Act ( hereinafter FDC PA ), Fair Credit Reporting Act ( FCRA ). Provides me with strict proof section 609 ( a ) ( 1 ) ( A ), I authorized this accounts such as signed applications or contracts in wet ink signature. Failure to substantiate the claim, Delete/remove account immediately.",complaint,hf_hpe_customer_complaints,problem with a credit reporting company's investigation into an existing problem their investigation did not fix an erro,public_mapped_high,False
"I paid cash to your staff member, please confirm.",payment_issue,eventsense_extra_manual_examples,payment_issue,event_specific_manual,True
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,other,hf_sms_spam_collection,ham,other_spam_noise,False
Experian is reporting a fraudulent account from XXXX XXXX on my credit report account number XXXX7 & XXXX XXXX XXXXXXXX account number XXXX. I notified them and filled out the report letting them know these are a result of identity theft it was blocked from my credit report then place back on from the company and Experian refuses to dispute or block this information they are saying they receive documents from the company I ask for the documents they will not provide it to me And one representative told me they have not received any documentation they are just taking them word of mouth theres no documentation because I was in jail at the time these accounts were open so Im filing a complaint because I need the fair credit reporting act youre only supposed to report 100 % accurate information this is identity theft So the information is not accurate .they told me since It was already disputed they cant dispute it anymore and thats a violation of the fair credit reporting act because if an account is fraud youre supposed to investigate re-investigate or if I have the documentation you are supposed to block this account from my credit report I am requesting these accounts be blocked from my credit report pursuant to section 605B 15 US C 1681C-2 Of the fair credit reporting act,complaint,hf_hpe_customer_complaints,"incorrect information on your report information belongs to someone else credit reporting, credit repair services, or ot",public_mapped_high,False
